9.887075594259132627e-01,4.750290271437292988e-01,3.681395359648774179e-01,1.169633426148269095e-01,5.408623856636631810e-01,1.972401152316274886e-01,7.303256244551362686e-01,2.056660940948425165e-01,9.260338672492824941e-01,6.492102975561325762e-01,2.673135800575056689e-02,-3.151535618549677897e-01,6.953146104804184269e-01,-1.957145465984877486e-02,-2.606246068732546717e-01,-3.507713325370360180e-01,1.207355532645797008e-01,2.452530672560780320e-02,-4.846275719258809345e-02,-7.215586341001800630e-02,-1.160205413613361880e-01,-1.046613320538045400e-01,-1.148212783376884732e-01,-1.238929450211773697e-01,-1.488609930950761107e-01,-1.039784461120003417e-01,-1.507696463213115678e-01,-1.684987096474798995e-01,-1.467926765524826815e-01,-1.843803835282529779e-01,-1.085316295440492129e-01,7.474749050839164799e-02,1.191338275461606144e-01,1.079248383241201287e-01,8.861780555527583314e-02,-3.922950998031320136e-02,2.994550905872114255e-01,2.789854466241406539e-01,2.772615245611388946e-01,2.841791360359180452e-01,-1.026003208464357497e-01,-1.237926765027552028e-01,-8.901684494144097848e-02,-9.577033986449527692e-02,-1.270423571065223411e-01,-2.132571965971206615e-02,-5.098333930772860900e-02,-5.851591818307196741e-02,-6.737313581674961305e-02,-8.253347653923548410e-02,3.343705094730334347e-04,6.755812270804934828e-04,1.833190228264758997e-02,9.459586046014658092e-03,1.477001331782149332e-02,8.247345693196619920e-02,1.657832445182295250e-02,8.670804933383300175e-03,1.101168455139356177e-02,-1.735591818555740073e-02,1.023523937285284735e-01,6.286218745303619182e-02,7.027136965858921114e-02,6.932945310868311728e-02,7.612375690377556903e-02,9.535810881078277124e-02,4.421715320773472041e-02,3.482923136711121859e-02,5.596821351859639082e-02,2.974362576973601721e-02
4.750290271437292988e-01,1.004498704832234912e+00,2.203890422271494454e-01,4.176369993302060379e-01,2.800111725240774785e-01,5.604485746441938421e-01,2.505945150216875583e-01,6.344844679825262235e-01,4.849109409893615497e-01,8.742633425981550799e-01,-1.024669294902035288e-01,1.681772555316316808e-01,3.545896548671597648e-01,3.945779449968657704e-01,-1.670056608181863800e-01,1.216438615705008469e-01,2.191911247710261537e-02,1.716142753940366472e-01,-3.126599769510144539e-02,2.011731654562818050e-01,1.207226536904231345e-01,1.059301289893413017e-01,8.957250734189683983e-02,8.819910354942976649e-02,7.040350310135529144e-02,1.117181497955093694e-01,5.020128008343024972e-02,2.873171326220797309e-02,3.447633074729581498e-02,4.758686876688580231e-02,5.525768661387383401e-02,1.086335021126376282e-01,1.323637276968331611e-01,1.293914057490408442e-01,1.321940791606321386e-01,8.805714494613244014e-02,2.501987437986125662e-01,2.660211620321247805e-01,2.351504065584547609e-01,2.301629585776579223e-01,-2.316212491363208587e-02,3.618600583362247686e-02,3.945487157064508227e-02,4.180239507006750649e-02,3.194288022257545795e-02,-1.937265653469054383e-02,3.531868393295084507e-02,3.365580124487899810e-02,1.429636278688693231e-02,1.542325004147093899e-02,-8.364283929804952611e-02,-7.599970996955496272e-02,-6.277193256905280738e-02,-5.789827213830294611e-02,-6.210156624633500488e-02,-1.007908962298642297e-01,-3.617321076331247998e-02,-5.713245067868388816e-02,-4.891769277587313530e-02,-6.751743386250019796e-02,-3.311701051823858627e-02,-6.803814059676076276e-02,-4.495643877817018241e-02,-5.114940053610177173e-02,-5.196047045981726925e-02,-3.302283928748761532e-02,-3.436352706193308154e-02,-3.601688945184741003e-02,-3.110359307073549268e-02,-5.690742182557897988e-02
3.681395359648774179e-01,2.203890422271494454e-01,1.029968211196952810e+00,1.070074710451507649e-01,-3.451819307254884450e-02,3.944293278891270599e-02,1.257189072486131765e-01,1.646791368489064489e-01,3.851907100795343708e-01,2.817792469445004611e-01,-2.020354015300357131e-01,-1.082652190505323658e-01,3.686177050360331942e-01,-4.524160010526621402e-03,-2.761686110465988997e-01,-1.705364666653355621e-01,7.136519265519492006e-02,7.096005377454456253e-02,1.138307870646470960e-01,1.121756113508247110e-01,-1.813506415249469539e-01,-1.242782285197474579e-01,-1.077119412329489434e-01,-5.836670700082467744e-02,-6.310760888782777911e-02,-1.553862746677519002e-01,-9.412411024356644174e-02,-7.676090409693989147e-02,-6.838300397862501212e-02,-1.203376542824606543e-01,-4.637796369877152103e-02,-1.112247200768388955e-01,-8.356248661157790469e-02,-5.593850152449531682e-02,-8.231989358788634192e-02,-1.735922263469854565e-01,7.830099944324596384e-02,8.519611098481352784e-02,8.492561258879037511e-02,3.821116358982108024e-02,3.715178036522205803e-03,-1.286303409023401012e-02,-8.520951932591254788e-04,2.097769868808356183e-02,2.093360857161207303e-03,-4.855376937656066122e-02,4.050578333605296677e-02,3.456267727405867157e-02,3.882792313829323827e-02,3.014547994038797255e-03,6.799879324210995717e-03,1.325408392586615025e-01,1.144212177593450924e-01,1.082165318320758157e-01,1.255204493341707805e-01,4.637146601987181260e-02,8.762888894596468359e-02,7.873015132297547791e-02,8.811193112339918421e-02,1.083737445453747256e-01,5.627422370693973414e-02,1.735092218336685421e-01,1.541895527047674741e-01,1.507576586649007067e-01,1.654889246396807345e-01,1.162158471654229364e-01,1.117245690918822754e-01,9.339403272700765035e-02,1.123045422816241895e-01,1.420190606640517605e-01
1.169633426148269095e-01,4.176369993302060379e-01,1.070074710451507649e-01,1.043275690211016293e+00,7.751891785729547735e-02,5.974227393309250456e-01,7.221179613365809324e-02,6.135459508561552644e-01,1.122753941556909607e-01,3.072386330214331163e-01,-4.726715318900365573e-03,5.577430606012293568e-01,2.321501089154464140e-02,6.194550185134871656e-01,5.128104672398049735e-02,4.434994990041458141e-01,3.903683720168815152e-01,5.614755130550475037e-01,3.182614674577022851e-01,4.681081694569165785e-01,-7.067782055937161904e-03,8.372568659818423187e-02,1.016722579922510750e-01,1.127529823297639816e-01,1.142107606540311987e-01,-2.648345744628504209e-02,1.048476380899803218e-01,1.007394919615712675e-01,8.104677436005700009e-02,1.070306285360603238e-01,-6.112682835477593890e-02,-1.358778579093320935e-02,2.700143562170110451e-02,2.516100768938052054e-02,3.854810809001383426e-03,-3.725847839976891701e-02,5.180935517065716339e-02,6.098659715217555344e-02,4.354329836800242826e-02,5.323510719729264082e-03,-4.998422443542920729e-02,1.681647774876603996e-01,1.856719090678149719e-01,1.844695149855897498e-01,1.747779441737421502e-01,-5.125700097314812853e-02,1.518291405706033992e-01,1.525810718506407371e-01,1.386754430353851208e-01,1.568390128490117219e-01,-1.340835712566157967e-01,1.282866076878982076e-01,1.532785076268660118e-01,1.815739678089899056e-01,1.737898144865534233e-01,-1.305955191609588784e-01,1.787216902797881812e-01,1.906410183630715960e-01,2.078388820429886152e-01,1.788509811303553854e-01,-8.030720019040171742e-02,8.776564065737112175e-02,1.080498510557959257e-01,1.203920306496453346e-01,1.195548747945463230e-01,-4.026876316013831142e-02,9.749570658912945498e-02,1.157641689178697531e-01,1.526618556509091451e-01,1.328933689947529029e-01
5.408623856636631810e-01,2.800111725240774785e-01,-3.451819307254884450e-02,7.751891785729547735e-02,9.767342754168267804e-01,2.746696557875679678e-01,3.743530823399048857e-01,1.909864988301336330e-01,4.915271488785106224e-01,3.872226667680965795e-01,1.180935171448403015e-02,-5.782720892837701215e-02,3.769602646332781970e-01,1.251411777532873693e-01,-1.425593002015817234e-01,-8.210118172890792931e-02,1.125536148620255861e-01,5.484542614682816342e-02,-2.206900101665192904e-01,-1.629304324568157936e-01,-1.589841253005777610e-03,8.170810654334333123e-02,7.297439156808988026e-02,6.312827704301067488e-02,5.264342173271215758e-02,8.363904447076260518e-02,5.535742236236303182e-02,4.805061438637747012e-02,6.117867792168966284e-02,3.488139755860984043e-02,-1.400761866596895305e-02,1.797135097317564822e-01,1.709693453649833994e-01,1.837746464532390434e-01,1.587888316962135782e-01,2.185429107701165885e-01,2.787127557718648285e-01,2.472985530741030891e-01,2.521373586816936796e-01,2.626841346889243201e-01,-1.774145776994424106e-01,-2.763674426336595880e-02,-1.118901202859720828e-03,1.151808554270070117e-02,-3.540221648773437396e-02,6.139940043610487425e-02,1.884477740020640280e-02,2.995083137171968002e-02,1.585257692038793964e-02,4.632306285063471189e-03,-2.175625393081699888e-01,-1.689474164072392592e-01,-1.328079992592946790e-01,-1.340318705697517154e-01,-1.314708288087774180e-01,-7.391368048329664819e-02,-1.238950675247117578e-01,-1.179696972721667042e-01,-1.210862953997901281e-01,-1.472518109774271500e-01,-8.277974734776138988e-02,-9.610907456679403105e-02,-7.787703754493301156e-02,-8.142125175965053696e-02,-8.214670024638297263e-02,-8.118519282063442477e-02,-8.481512007781527585e-02,-8.477736519141654270e-02,-7.923346088576346813e-02,-1.173269289239161350e-01
1.972401152316274886e-01,5.604485746441938421e-01,3.944293278891270599e-02,5.974227393309250456e-01,2.746696557875679678e-01,1.060450882481164925e+00,1.605863339929763933e-01,7.160144673549363459e-01,1.709160952695074343e-01,4.275450491498405392e-01,3.087160128449162322e-02,4.938001877582667287e-01,6.423252661122502705e-02,6.186323164027855981e-01,5.509928606793310091e-02,4.388945223954537900e-01,3.176173242298682697e-01,4.832903255455055502e-01,2.070228409514764945e-01,4.084814441789708095e-01,3.477918547352711748e-02,1.303170799684051639e-01,1.303259207867488723e-01,1.360805955569746872e-01,1.241547102126935725e-01,2.383198955999894786e-02,1.235051490516851924e-01,1.136881362333754530e-01,1.014894216930267989e-01,1.213113903678378208e-01,-5.543495298247427122e-02,2.053220667448274819e-02,6.102247272115496335e-02,6.940441873233353653e-02,4.295950594681809120e-02,5.039439183619937729e-02,1.059860839285856615e-01,1.168647558681902843e-01,8.219346299818712509e-02,7.980816667291106004e-02,-8.379273681302211452e-02,1.078812226066564600e-01,1.346851150524071283e-01,1.443861349659318061e-01,1.257016806141210419e-01,-2.144527549483695242e-02,1.239168684570467749e-01,1.247714641522590096e-01,1.049804351263359248e-01,1.279416498611566644e-01,-1.298765482920975767e-01,8.309150274615222098e-02,1.076226419234850573e-01,1.213061485287911245e-01,1.249680775518473008e-01,-1.320598054218272421e-01,1.400567098557527479e-01,1.458034373608815826e-01,1.572375430971096888e-01,1.193519259702646024e-01,-6.571534179893209759e-02,5.048590956775905053e-02,6.136702713666841724e-02,5.885811632802138982e-02,7.597159857306987063e-02,-7.570949269597189446e-02,6.613502719027601617e-02,7.502060778331093305e-02,1.000799565522009216e-01,7.180591669451037717e-02
7.303256244551362686e-01,2.505945150216875583e-01,1.257189072486131765e-01,7.221179613365809324e-02,3.743530823399048857e-01,1.605863339929763933e-01,1.085940255224557838e+00,2.103010225105150233e-01,4.554186166521995704e-01,2.866165335063434183e-01,7.336127498227400512e-01,-2.085050900541225716e-01,4.587701555579244000e-02,-1.156154711914445105e-01,4.464111490671150984e-01,1.735640171810222745e-02,6.817115723177397113e-02,1.704048791316571318e-02,-5.679064090252794461e-02,-4.278926612004871344e-02,-1.123449129120996648e-01,-1.332201202349485580e-01,-1.317479996007531184e-01,-1.181280416056985499e-01,-1.483689404767158937e-01,-1.091833974694007003e-01,-8.553472668858852490e-02,-7.854089660193161460e-02,-7.679679767282965308e-02,-1.226906212045549560e-01,-1.221295493055415682e-01,2.025502478137592433e-01,2.727795118949500330e-01,2.281027938083476647e-01,2.002610885840025723e-01,-6.016396253922634552e-02,1.344773723993978598e-01,1.149439374310651379e-01,1.012067905359887304e-01,1.165066164063588566e-01,-5.225761181315512205e-02,-6.823788318749798854e-02,-1.476047258060640688e-02,-4.790687796364115347e-02,-9.246014768297650122e-02,-1.359091991796578490e-02,2.145829333952992569e-03,7.384758272863302213e-03,-7.860520109233323088e-03,-6.854976767753430747e-03,5.615701224257924756e-02,8.923185512487117124e-03,2.613956105846950567e-02,2.315182636051481974e-02,3.115626193542723327e-02,1.208517845616789571e-01,8.452547767925019939e-02,9.222228491926225125e-02,8.962071163353040049e-02,6.110226289703857283e-02,1.044232688047870422e-01,3.080120224763621337e-02,2.992732806365197562e-02,4.353570318059542948e-02,5.620560180626829605e-02,1.381595198597131702e-01,7.679842531584871179e-02,6.332465501399986429e-02,8.724421052586357750e-02,6.814857006097421732e-02
2.056660940948425165e-01,6.344844679825262235e-01,1.646791368489064489e-01,6.135459508561552644e-01,1.909864988301336330e-01,7.160144673549363459e-01,2.103010225105150233e-01,1.033963787996404537e+00,1.595334785789123966e-01,4.485240181179742658e-01,8.463961707855112426e-02,6.492064606378912250e-01,2.683704698842275319e-02,5.722752520339553506e-01,1.189558367061294281e-01,5.714527927779071703e-01,2.657641022471486369e-01,4.874854678916579753e-01,1.912985609000418807e-01,4.441660404538878004e-01,2.367229338059814031e-02,1.054677693366507102e-01,1.165719762097544021e-01,1.229906379201346905e-01,1.190798831659638929e-01,1.265135816323797145e-02,1.092761147990753690e-01,1.148051303453461319e-01,8.863116066668441650e-02,1.000883119058361970e-01,-5.913138955364898725e-02,2.295178701418930031e-02,6.450628632980520694e-02,7.170525563190371932e-02,3.283914608483236297e-02,1.092991568810201125e-02,8.980457710433514817e-02,1.071189010895331056e-01,6.696346771333905323e-02,4.276950050319702074e-02,-3.065617114429688289e-02,1.375640496932030443e-01,1.634570891003873372e-01,1.673143347453387164e-01,1.487412212503884390e-01,-1.983157383328333634e-02,1.493901252888530096e-01,1.557645015641455633e-01,1.272994245940062830e-01,1.386071457673657692e-01,-9.185619335130607022e-02,9.386101746025055093e-02,1.246208945439801485e-01,1.392330128396533639e-01,1.510887599660854508e-01,-1.071603691435595168e-01,1.643131558097876144e-01,1.691417062770337876e-01,1.783901238932423527e-01,1.494649441125127376e-01,-4.737527742887705923e-02,5.907807882342876182e-02,8.343654334212301238e-02,8.131327236650243151e-02,1.002917536678859939e-01,-2.530691560699570991e-02,8.931324860158319778e-02,9.681942967595098815e-02,1.315937661243214152e-01,1.131579052707885752e-01
9.260338672492824941e-01,4.849109409893615497e-01,3.851907100795343708e-01,1.122753941556909607e-01,4.915271488785106224e-01,1.709160952695074343e-01,4.554186166521995704e-01,1.595334785789123966e-01,9.652801196570018893e-01,6.874558644344844760e-01,-2.743984341483538536e-01,-3.122211749591769503e-01,8.492113354169291695e-01,1.680681425562920162e-02,-5.130324685163346610e-01,-4.527751755031445557e-01,1.189117108684807217e-01,1.871180725784306331e-02,-3.099295672412712144e-02,-7.090533679190255678e-02,-9.535409830429579514e-02,-7.813861103985017542e-02,-9.221335318285908689e-02,-1.112922463272613960e-01,-1.298608734619955407e-01,-8.658339269925378889e-02,-1.582621105612992962e-01,-1.847076226642030417e-01,-1.581934115060739665e-01,-1.838501039896719147e-01,-8.586235937221896319e-02,4.103824504608407850e-03,3.090351798873340605e-02,3.343147704859969482e-02,2.285973272019926200e-02,-2.939464377804769032e-02,3.125791897889552140e-01,2.958303130416586324e-01,2.994069496964452681e-01,3.033168964510114529e-01,-1.012155590562221347e-01,-1.297358043672686978e-01,-1.093799448586062206e-01,-1.055199719799368024e-01,-1.235330293661569406e-01,-2.268187981669716330e-02,-6.971175945071203528e-02,-8.214202612704410433e-02,-8.647670184733344256e-02,-1.044204234289268646e-01,-1.259623315350866073e-02,1.165451745277680138e-03,1.539091504359973474e-02,5.723240175450228229e-03,8.259387090801479162e-03,5.729531936405137665e-02,-1.118282502276598568e-02,-2.488693229007602967e-02,-2.090318966719665120e-02,-4.498575336543626096e-02,8.992658916235508892e-02,6.691170540927239563e-02,7.665974039587784838e-02,7.023827388548609107e-02,7.285896860283946896e-02,6.410436852479894920e-02,2.488735080313691714e-02,1.904853582070466927e-02,3.531906714651671109e-02,1.020399711530679474e-02
6.492102975561325762e-01,8.742633425981550799e-01,2.817792469445004611e-01,3.072386330214331163e-01,3.872226667680965795e-01,4.275450491498405392e-01,2.866165335063434183e-01,4.485240181179742658e-01,6.874558644344844760e-01,9.788987292860041878e-01,-2.148149642937992043e-01,3.588280388280899735e-02,5.741046573525270258e-01,4.199833864970908825e-01,-3.407994612350659924e-01,-5.413927173543900406e-02,5.683472385153030132e-02,9.949715561860310309e-02,-5.045455384299583901e-02,8.584996734080831138e-02,6.183701761881203740e-02,6.248655422757048300e-02,4.617744877506820000e-02,3.540379624914002238e-02,1.568530387798106746e-02,6.082868766406069466e-02,-1.265861656739047415e-02,-3.266679604854400010e-02,-1.985627201055089816e-02,-2.049570531117276065e-02,4.596319978735628059e-02,1.077927387334721154e-01,1.290465646392140731e-01,1.265036136008091394e-01,1.311568421126377282e-01,1.066340864883144196e-01,3.237817114223255355e-01,3.252648665534974004e-01,3.067740476256931581e-01,2.968950745256396795e-01,-6.019858346481719164e-02,-3.650484174174419526e-03,2.718213359293125773e-03,2.305545435825246976e-03,-9.139727877178304219e-03,-1.443538291292543845e-02,3.571516481625661068e-03,-5.461500728681245760e-03,-1.887779450375482934e-02,-2.551351790903869446e-02,-1.063545404704764330e-01,-9.822078735659341142e-02,-7.893394561289168720e-02,-7.726206098074456241e-02,-8.209832115596678304e-02,-9.396054758692438946e-02,-7.251588842898648579e-02,-8.673515203841142274e-02,-8.227188408352063831e-02,-9.789377925032449745e-02,-3.056059883175313990e-02,-6.752856548630170597e-02,-4.368629036267904914e-02,-4.830123012896987006e-02,-5.240787258297713302e-02,-4.158574966821501628e-02,-5.102454505525775424e-02,-4.543658792619403169e-02,-4.335179687719083880e-02,-6.786407089235911572e-02
